Area,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Ecuador,Sorghum,15068,2274.0,7953.42,22.09
Ecuador,Sorghum,15068,2274.0,7953.42,17.6
Ecuador,Sorghum,15068,2274.0,7953.42,22.31
Ecuador,Soybeans,11500,2274.0,7953.42,22.09
Ecuador,Soybeans,11500,2274.0,7953.42,17.6
Ecuador,Soybeans,11500,2274.0,7953.42,22.31
Ecuador,Sweet potatoes,18750,2274.0,7953.42,22.09
Ecuador,Sweet potatoes,18750,2274.0,7953.42,17.6
Ecuador,Sweet potatoes,18750,2274.0,7953.42,22.31
Ecuador,Wheat,7774,2274.0,7953.42,22.09
Ecuador,Wheat,7774,2274.0,7953.42,17.6
Ecuador,Wheat,7774,2274.0,7953.42,22.31
Ecuador,Cassava,45107,2274.0,14156.16,21.68
Ecuador,Cassava,45107,2274.0,14156.16,17.44
Ecuador,Cassava,45107,2274.0,14156.16,21.99
Ecuador,Maize,23105,2274.0,14156.16,21.68
Ecuador,Maize,23105,2274.0,14156.16,17.44
Ecuador,Maize,23105,2274.0,14156.16,21.99
Ecuador,Plantains and others,55969,2274.0,14156.16,21.68
Ecuador,Plantains and others,55969,2274.0,14156.16,17.44
Ecuador,Plantains and others,55969,2274.0,14156.16,21.99
Ecuador,Potatoes,68022,2274.0,14156.16,21.68
Ecuador,Potatoes,68022,2274.0,14156.16,17.44
Ecuador,Potatoes,68022,2274.0,14156.16,21.99
Ecuador,"Rice, paddy",43555,2274.0,14156.16,21.68
Ecuador,"Rice, paddy",43555,2274.0,14156.16,17.44
Ecuador,"Rice, paddy",43555,2274.0,14156.16,21.99
Ecuador,Sorghum,16000,2274.0,14156.16,21.68
Ecuador,Sorghum,16000,2274.0,14156.16,17.44
Ecuador,Sorghum,16000,2274.0,14156.16,21.99
Ecuador,Soybeans,17188,2274.0,14156.16,21.68
Ecuador,Soybeans,17188,2274.0,14156.16,17.44
Ecuador,Soybeans,17188,2274.0,14156.16,21.99
Ecuador,Sweet potatoes,18824,2274.0,14156.16,21.68
Ecuador,Sweet potatoes,18824,2274.0,14156.16,17.44
Ecuador,Sweet potatoes,18824,2274.0,14156.16,21.99
Ecuador,Wheat,8186,2274.0,14156.16,21.68
Ecuador,Wheat,8186,2274.0,14156.16,17.44
Ecuador,Wheat,8186,2274.0,14156.16,21.99
Ecuador,Cassava,51231,2274.0,15396.14,21.72
Ecuador,Cassava,51231,2274.0,15396.14,17.16
Ecuador,Cassava,51231,2274.0,15396.14,21.89
Ecuador,Maize,22442,2274.0,15396.14,21.72
Ecuador,Maize,22442,2274.0,15396.14,17.16
Ecuador,Maize,22442,2274.0,15396.14,21.89
Ecuador,Plantains and others,45571,2274.0,15396.14,21.72
Ecuador,Plantains and others,45571,2274.0,15396.14,17.16
Ecuador,Plantains and others,45571,2274.0,15396.14,21.89
Ecuador,Potatoes,61416,2274.0,15396.14,21.72
Ecuador,Potatoes,61416,2274.0,15396.14,17.16
Ecuador,Potatoes,61416,2274.0,15396.14,21.89
Ecuador,"Rice, paddy",40639,2274.0,15396.14,21.72
Ecuador,"Rice, paddy",40639,2274.0,15396.14,17.16
Ecuador,"Rice, paddy",40639,2274.0,15396.14,21.89
Ecuador,Sorghum,16000,2274.0,15396.14,21.72
Ecuador,Sorghum,16000,2274.0,15396.14,17.16
Ecuador,Sorghum,16000,2274.0,15396.14,21.89
Ecuador,Soybeans,16000,2274.0,15396.14,21.72
Ecuador,Soybeans,16000,2274.0,15396.14,17.16
Ecuador,Soybeans,16000,2274.0,15396.14,21.89
Ecuador,Sweet potatoes,21244,2274.0,15396.14,21.72
Ecuador,Sweet potatoes,21244,2274.0,15396.14,17.16
Ecuador,Sweet potatoes,21244,2274.0,15396.14,21.89
Ecuador,Wheat,7466,2274.0,15396.14,21.72
Ecuador,Wheat,7466,2274.0,15396.14,17.16
Ecuador,Wheat,7466,2274.0,15396.14,21.89
Ecuador,Cassava,31191,2274.0,9666.87,22.01
Ecuador,Cassava,31191,2274.0,9666.87,17.76
Ecuador,Cassava,31191,2274.0,9666.87,22.42
Ecuador,Maize,22003,2274.0,9666.87,22.01
Ecuador,Maize,22003,2274.0,9666.87,17.76
Ecuador,Maize,22003,2274.0,9666.87,22.42
Ecuador,Plantains and others,49631,2274.0,9666.87,22.01
Ecuador,Plantains and others,49631,2274.0,9666.87,17.76
Ecuador,Plantains and others,49631,2274.0,9666.87,22.42
Ecuador,Potatoes,58531,2274.0,9666.87,22.01
Ecuador,Potatoes,58531,2274.0,9666.87,17.76
Ecuador,Potatoes,58531,2274.0,9666.87,22.42
Ecuador,"Rice, paddy",40004,2274.0,9666.87,22.01
Ecuador,"Rice, paddy",40004,2274.0,9666.87,17.76
Ecuador,"Rice, paddy",40004,2274.0,9666.87,22.42
Ecuador,Sorghum,16447,2274.0,9666.87,22.01
Ecuador,Sorghum,16447,2274.0,9666.87,17.76
Ecuador,Sorghum,16447,2274.0,9666.87,22.42
Ecuador,Soybeans,16585,2274.0,9666.87,22.01
Ecuador,Soybeans,16585,2274.0,9666.87,17.76
Ecuador,Soybeans,16585,2274.0,9666.87,22.42
Ecuador,Sweet potatoes,18947,2274.0,9666.87,22.01
Ecuador,Sweet potatoes,18947,2274.0,9666.87,17.76
Ecuador,Sweet potatoes,18947,2274.0,9666.87,22.42
Ecuador,Wheat,8617,2274.0,9666.87,22.01
Ecuador,Wheat,8617,2274.0,9666.87,17.76
Ecuador,Wheat,8617,2274.0,9666.87,22.42
Ecuador,Cassava,32033,2274.0,31637.12,21.98
Ecuador,Cassava,32033,2274.0,31637.12,17.79
Ecuador,Cassava,32033,2274.0,31637.12,22.3
Ecuador,Maize,22348,2274.0,31637.12,21.98
Ecuador,Maize,22348,2274.0,31637.12,17.79
Ecuador,Maize,22348,2274.0,31637.12,22.3
Ecuador,Plantains and others,48375,2274.0,31637.12,21.98
Ecuador,Plantains and others,48375,2274.0,31637.12,17.79
Ecuador,Plantains and others,48375,2274.0,31637.12,22.3
Ecuador,Potatoes,87422,2274.0,31637.12,21.98
Ecuador,Potatoes,87422,2274.0,31637.12,17.79
Ecuador,Potatoes,87422,2274.0,31637.12,22.3
Ecuador,"Rice, paddy",43399,2274.0,31637.12,21.98
Ecuador,"Rice, paddy",43399,2274.0,31637.12,17.79
Ecuador,"Rice, paddy",43399,2274.0,31637.12,22.3
Ecuador,Sorghum,16254,2274.0,31637.12,21.98
Ecuador,Sorghum,16254,2274.0,31637.12,17.79
Ecuador,Sorghum,16254,2274.0,31637.12,22.3
Ecuador,Soybeans,16279,2274.0,31637.12,21.98
Ecuador,Soybeans,16279,2274.0,31637.12,17.79
Ecuador,Soybeans,16279,2274.0,31637.12,22.3
Ecuador,Sweet potatoes,18963,2274.0,31637.12,21.98
Ecuador,Sweet potatoes,18963,2274.0,31637.12,17.79
Ecuador,Sweet potatoes,18963,2274.0,31637.12,22.3
Ecuador,Wheat,8912,2274.0,31637.12,21.98
Ecuador,Wheat,8912,2274.0,31637.12,17.79
Ecuador,Wheat,8912,2274.0,31637.12,22.3
Ecuador,Cassava,28346,2274.0,17529.44,21.78
Ecuador,Cassava,28346,2274.0,17529.44,17.42
Ecuador,Cassava,28346,2274.0,17529.44,22.11
Ecuador,Maize,16672,2274.0,17529.44,21.78
Ecuador,Maize,16672,2274.0,17529.44,17.42
Ecuador,Maize,16672,2274.0,17529.44,22.11
Ecuador,Plantains and others,51321,2274.0,17529.44,21.78
Ecuador,Plantains and others,51321,2274.0,17529.44,17.42
Ecuador,Plantains and others,51321,2274.0,17529.44,22.11
Ecuador,Potatoes,77752,2274.0,17529.44,21.78
Ecuador,Potatoes,77752,2274.0,17529.44,17.42
Ecuador,Potatoes,77752,2274.0,17529.44,22.11
Ecuador,"Rice, paddy",44792,2274.0,17529.44,21.78
Ecuador,"Rice, paddy",44792,2274.0,17529.44,17.42
Ecuador,"Rice, paddy",44792,2274.0,17529.44,22.11
Ecuador,Sorghum,15838,2274.0,17529.44,21.78
Ecuador,Sorghum,15838,2274.0,17529.44,17.42
Ecuador,Sorghum,15838,2274.0,17529.44,22.11
Ecuador,Soybeans,16250,2274.0,17529.44,21.78
Ecuador,Soybeans,16250,2274.0,17529.44,17.42
Ecuador,Soybeans,16250,2274.0,17529.44,22.11
Ecuador,Sweet potatoes,19113,2274.0,17529.44,21.78
Ecuador,Sweet potatoes,19113,2274.0,17529.44,17.42
Ecuador,Sweet potatoes,19113,2274.0,17529.44,22.11
Ecuador,Wheat,9249,2274.0,17529.44,21.78
Ecuador,Wheat,9249,2274.0,17529.44,17.42
Ecuador,Wheat,9249,2274.0,17529.44,22.11
Ecuador,Cassava,45419,2274.0,11469.74,21.86
Ecuador,Cassava,45419,2274.0,11469.74,17.46
Ecuador,Cassava,45419,2274.0,11469.74,22.16
Ecuador,Maize,27324,2274.0,11469.74,21.86
Ecuador,Maize,27324,2274.0,11469.74,17.46
Ecuador,Maize,27324,2274.0,11469.74,22.16
Ecuador,Plantains and others,60942,2274.0,11469.74,21.86
Ecuador,Plantains and others,60942,2274.0,11469.74,17.46
Ecuador,Plantains and others,60942,2274.0,11469.74,22.16
Ecuador,Potatoes,83078,2274.0,11469.74,21.86
Ecuador,Potatoes,83078,2274.0,11469.74,17.46
Ecuador,Potatoes,83078,2274.0,11469.74,22.16
Ecuador,"Rice, paddy",42178,2274.0,11469.74,21.86
Ecuador,"Rice, paddy",42178,2274.0,11469.74,17.46
Ecuador,"Rice, paddy",42178,2274.0,11469.74,22.16
Ecuador,Sorghum,15667,2274.0,11469.74,21.86
Ecuador,Sorghum,15667,2274.0,11469.74,17.46
Ecuador,Sorghum,15667,2274.0,11469.74,22.16
Ecuador,Soybeans,16923,2274.0,11469.74,21.86
Ecuador,Soybeans,16923,2274.0,11469.74,17.46
Ecuador,Soybeans,16923,2274.0,11469.74,22.16
Ecuador,Sweet potatoes,19575,2274.0,11469.74,21.86
Ecuador,Sweet potatoes,19575,2274.0,11469.74,17.46
Ecuador,Sweet potatoes,19575,2274.0,11469.74,22.16
Ecuador,Wheat,7995,2274.0,11469.74,21.86
Ecuador,Wheat,7995,2274.0,11469.74,17.46
Ecuador,Wheat,7995,2274.0,11469.74,22.16
Ecuador,Cassava,25112,2274.0,6471.77,21.69
Ecuador,Cassava,25112,2274.0,6471.77,17.28
Ecuador,Cassava,25112,2274.0,6471.77,21.94
Ecuador,Maize,23702,2274.0,6471.77,21.69
Ecuador,Maize,23702,2274.0,6471.77,17.28
Ecuador,Maize,23702,2274.0,6471.77,21.94
Ecuador,Plantains and others,49591,2274.0,6471.77,21.69
Ecuador,Plantains and others,49591,2274.0,6471.77,17.28
Ecuador,Plantains and others,49591,2274.0,6471.77,21.94
Ecuador,Potatoes,73131,2274.0,6471.77,21.69
Ecuador,Potatoes,73131,2274.0,6471.77,17.28
Ecuador,Potatoes,73131,2274.0,6471.77,21.94
Ecuador,"Rice, paddy",38210,2274.0,6471.77,21.69
Ecuador,"Rice, paddy",38210,2274.0,6471.77,17.28
Ecuador,"Rice, paddy",38210,2274.0,6471.77,21.94
Ecuador,Sorghum,15608,2274.0,6471.77,21.69
Ecuador,Sorghum,15608,2274.0,6471.77,17.28
Ecuador,Sorghum,15608,2274.0,6471.77,21.94
Ecuador,Soybeans,16585,2274.0,6471.77,21.69
Ecuador,Soybeans,16585,2274.0,6471.77,17.28
Ecuador,Soybeans,16585,2274.0,6471.77,21.94
Ecuador,Sweet potatoes,19113,2274.0,6471.77,21.69
Ecuador,Sweet potatoes,19113,2274.0,6471.77,17.28
Ecuador,Sweet potatoes,19113,2274.0,6471.77,21.94
Ecuador,Wheat,7064,2274.0,6471.77,21.69
Ecuador,Wheat,7064,2274.0,6471.77,17.28
Ecuador,Wheat,7064,2274.0,6471.77,21.94
Egypt,Maize,57803,51.0,13214.0,20.73
Egypt,Maize,57803,51.0,13214.0,21.6
Egypt,Potatoes,205592,51.0,13214.0,20.73
Egypt,Potatoes,205592,51.0,13214.0,21.6
Egypt,"Rice, paddy",72663,51.0,13214.0,20.73
Egypt,"Rice, paddy",72663,51.0,13214.0,21.6
Egypt,Sorghum,46920,51.0,13214.0,20.73
Egypt,Sorghum,46920,51.0,13214.0,21.6
Egypt,Soybeans,25773,51.0,13214.0,20.73
Egypt,Soybeans,25773,51.0,13214.0,21.6
Egypt,Sweet potatoes,257930,51.0,13214.0,20.73
Egypt,Sweet potatoes,257930,51.0,13214.0,21.6
Egypt,Wheat,51967,51.0,13214.0,20.73
Egypt,Wheat,51967,51.0,13214.0,21.6
Egypt,Maize,58951,51.0,8255.0,20.64
Egypt,Maize,58951,51.0,8255.0,21.65
Egypt,Potatoes,202345,51.0,8255.0,20.64
Egypt,Potatoes,202345,51.0,8255.0,21.65
Egypt,"Rice, paddy",74554,51.0,8255.0,20.64
Egypt,"Rice, paddy",74554,51.0,8255.0,21.65
Egypt,Sorghum,49724,51.0,8255.0,20.64
Egypt,Sorghum,49724,51.0,8255.0,21.65
Egypt,Soybeans,28366,51.0,8255.0,20.64
Egypt,Soybeans,28366,51.0,8255.0,21.65
Egypt,Sweet potatoes,270456,51.0,8255.0,20.64
Egypt,Sweet potatoes,270456,51.0,8255.0,21.65
Egypt,Wheat,48163,51.0,8255.0,20.64
Egypt,Wheat,48163,51.0,8255.0,21.65
Egypt,Maize,61346,51.0,6156.0,20.09
Egypt,Maize,61346,51.0,6156.0,21.11
Egypt,Potatoes,209071,51.0,6156.0,20.09
Egypt,Potatoes,209071,51.0,6156.0,21.11
Egypt,"Rice, paddy",76511,51.0,6156.0,20.09
Egypt,"Rice, paddy",76511,51.0,6156.0,21.11
Egypt,Sorghum,51247,51.0,6156.0,20.09
Egypt,Sorghum,51247,51.0,6156.0,21.11
Egypt,Soybeans,26981,51.0,6156.0,20.09
Egypt,Soybeans,26981,51.0,6156.0,21.11
Egypt,Sweet potatoes,241308,51.0,6156.0,20.09
Egypt,Sweet potatoes,241308,51.0,6156.0,21.11
Egypt,Wheat,52546,51.0,6156.0,20.09
Egypt,Wheat,52546,51.0,6156.0,21.11
Egypt,Maize,60780,51.0,4175.0,20.74
Egypt,Maize,60780,51.0,4175.0,21.79
Egypt,Potatoes,207792,51.0,4175.0,20.74
Egypt,Potatoes,207792,51.0,4175.0,21.79
Egypt,"Rice, paddy",77184,51.0,4175.0,20.74
Egypt,"Rice, paddy",77184,51.0,4175.0,21.79
Egypt,Sorghum,53366,51.0,4175.0,20.74
Egypt,Sorghum,53366,51.0,4175.0,21.79
Egypt,Soybeans,27534,51.0,4175.0,20.74
Egypt,Soybeans,27534,51.0,4175.0,21.79
Egypt,Sweet potatoes,260629,51.0,4175.0,20.74
Egypt,Sweet potatoes,260629,51.0,4175.0,21.79
Egypt,Wheat,52970,51.0,4175.0,20.74
Egypt,Wheat,52970,51.0,4175.0,21.79
Egypt,Maize,59065,51.0,4283.0,21.1
Egypt,Maize,59065,51.0,4283.0,22.02
Egypt,Potatoes,204487,51.0,4283.0,21.1
Egypt,Potatoes,204487,51.0,4283.0,22.02
Egypt,"Rice, paddy",79130,51.0,4283.0,21.1
Egypt,"Rice, paddy",79130,51.0,4283.0,22.02
Egypt,Sorghum,46272,51.0,4283.0,21.1
Egypt,Sorghum,46272,51.0,4283.0,22.02
Egypt,Soybeans,28828,51.0,4283.0,21.1
Egypt,Soybeans,28828,51.0,4283.0,22.02
Egypt,Sweet potatoes,247138,51.0,4283.0,21.1
Egypt,Sweet potatoes,247138,51.0,4283.0,22.02
Egypt,Wheat,50026,51.0,4283.0,21.1
Egypt,Wheat,50026,51.0,4283.0,22.02
Egypt,Maize,61630,51.0,4391.0,20.62
Egypt,Maize,61630,51.0,4391.0,21.56
Egypt,Potatoes,211244,51.0,4391.0,20.62
Egypt,Potatoes,211244,51.0,4391.0,21.56
Egypt,"Rice, paddy",81356,51.0,4391.0,20.62
Egypt,"Rice, paddy",81356,51.0,4391.0,21.56
Egypt,Sorghum,44770,51.0,4391.0,20.62
Egypt,Sorghum,44770,51.0,4391.0,21.56
Egypt,Soybeans,24344,51.0,4391.0,20.62
Egypt,Soybeans,24344,51.0,4391.0,21.56
Egypt,Sweet potatoes,259786,51.0,4391.0,20.62
Egypt,Sweet potatoes,259786,51.0,4391.0,21.56
Egypt,Wheat,54221,51.0,4391.0,20.62
Egypt,Wheat,54221,51.0,4391.0,21.56
Egypt,Maize,69523,51.0,4499.0,20.85
Egypt,Maize,69523,51.0,4499.0,21.88
Egypt,Potatoes,202048,51.0,4499.0,20.85
Egypt,Potatoes,202048,51.0,4499.0,21.88
Egypt,"Rice, paddy",82910,51.0,4499.0,20.85
Egypt,"Rice, paddy",82910,51.0,4499.0,21.88
Egypt,Sorghum,43520,51.0,4499.0,20.85
Egypt,Sorghum,43520,51.0,4499.0,21.88
Egypt,Soybeans,26103,51.0,4499.0,20.85
Egypt,Soybeans,26103,51.0,4499.0,21.88
Egypt,Sweet potatoes,231357,51.0,4499.0,20.85
Egypt,Sweet potatoes,231357,51.0,4499.0,21.88
Egypt,Wheat,56384,51.0,4499.0,20.85
Egypt,Wheat,56384,51.0,4499.0,21.88
Egypt,Maize,71298,51.0,4607.0,20.52
Egypt,Maize,71298,51.0,4607.0,21.45
Egypt,Potatoes,218355,51.0,4607.0,20.52
Egypt,Potatoes,218355,51.0,4607.0,21.45
Egypt,"Rice, paddy",84152,51.0,4607.0,20.52
Egypt,"Rice, paddy",84152,51.0,4607.0,21.45
Egypt,Sorghum,50427,51.0,4607.0,20.52
Egypt,Sorghum,50427,51.0,4607.0,21.45
Egypt,Soybeans,26223,51.0,4607.0,20.52
Egypt,Soybeans,26223,51.0,4607.0,21.45
Egypt,Sweet potatoes,224888,51.0,4607.0,20.52
Egypt,Sweet potatoes,224888,51.0,4607.0,21.45
Egypt,Wheat,55994,51.0,4607.0,20.52
Egypt,Wheat,55994,51.0,4607.0,21.45
Egypt,Maize,72257,51.0,4715.0,21.29
Egypt,Maize,72257,51.0,4715.0,22.36
Egypt,Potatoes,223302,51.0,4715.0,21.29
Egypt,Potatoes,223302,51.0,4715.0,22.36
Egypt,"Rice, paddy",86401,51.0,4715.0,21.29
Egypt,"Rice, paddy",86401,51.0,4715.0,22.36
Egypt,Sorghum,56077,51.0,4715.0,21.29
Egypt,Sorghum,56077,51.0,4715.0,22.36
Egypt,Soybeans,26207,51.0,4715.0,21.29
Egypt,Soybeans,26207,51.0,4715.0,22.36
Egypt,Sweet potatoes,240060,51.0,4715.0,21.29
Egypt,Sweet potatoes,240060,51.0,4715.0,22.36
Egypt,Wheat,59896,51.0,4715.0,21.29
Egypt,Wheat,59896,51.0,4715.0,22.36
Egypt,Maize,75174,51.0,4823.0,21.46
Egypt,Maize,75174,51.0,4823.0,22.28
Egypt,Potatoes,232915,51.0,4823.0,21.46
Egypt,Potatoes,232915,51.0,4823.0,22.28
Egypt,"Rice, paddy",88780,51.0,4823.0,21.46
Egypt,"Rice, paddy",88780,51.0,4823.0,22.28
Egypt,Sorghum,57692,51.0,4823.0,21.46
Egypt,Sorghum,57692,51.0,4823.0,22.28
Egypt,Soybeans,26367,51.0,4823.0,21.46
Egypt,Soybeans,26367,51.0,4823.0,22.28
Egypt,Sweet potatoes,240545,51.0,4823.0,21.46
Egypt,Sweet potatoes,240545,51.0,4823.0,22.28
Egypt,Wheat,63467,51.0,4823.0,21.46
Egypt,Wheat,63467,51.0,4823.0,22.28
Egypt,Maize,76800,51.0,4931.0,20.74
Egypt,Maize,76800,51.0,4931.0,21.49
Egypt,Potatoes,235931,51.0,4931.0,20.74
Egypt,Potatoes,235931,51.0,4931.0,21.49
Egypt,"Rice, paddy",91025,51.0,4931.0,20.74
Egypt,"Rice, paddy",91025,51.0,4931.0,21.49
Egypt,Sorghum,57885,51.0,4931.0,20.74
Egypt,Sorghum,57885,51.0,4931.0,21.49
Egypt,Soybeans,27199,51.0,4931.0,20.74
Egypt,Soybeans,27199,51.0,4931.0,21.49
Egypt,Sweet potatoes,273327,51.0,4931.0,20.74
Egypt,Sweet potatoes,273327,51.0,4931.0,21.49
Egypt,Wheat,63422,51.0,4931.0,20.74
Egypt,Wheat,63422,51.0,4931.0,21.49
Egypt,Maize,69798,51.0,5039.0,21.45
Egypt,Maize,69798,51.0,5039.0,22.33
Egypt,Potatoes,238739,51.0,5039.0,21.45
Egypt,Potatoes,238739,51.0,5039.0,22.33
Egypt,"Rice, paddy",92833,51.0,5039.0,21.45
Egypt,"Rice, paddy",92833,51.0,5039.0,22.33
Egypt,Sorghum,57964,51.0,5039.0,21.45
Egypt,Sorghum,57964,51.0,5039.0,22.33
Egypt,Soybeans,27922,51.0,5039.0,21.45
Egypt,Soybeans,27922,51.0,5039.0,22.33
Egypt,Sweet potatoes,266543,51.0,5039.0,21.45
Egypt,Sweet potatoes,266543,51.0,5039.0,22.33
Egypt,Wheat,63580,51.0,5039.0,21.45
Egypt,Wheat,63580,51.0,5039.0,22.33
Egypt,Maize,77656,51.0,5147.0,21.46
Egypt,Maize,77656,51.0,5147.0,22.41
Egypt,Potatoes,240382,51.0,5147.0,21.46
Egypt,Potatoes,240382,51.0,5147.0,22.41
Egypt,"Rice, paddy",93889,51.0,5147.0,21.46
Egypt,"Rice, paddy",93889,51.0,5147.0,22.41
Egypt,Sorghum,57756,51.0,5147.0,21.46
Egypt,Sorghum,57756,51.0,5147.0,22.41
Egypt,Soybeans,29904,51.0,5147.0,21.46
Egypt,Soybeans,29904,51.0,5147.0,22.41
Egypt,Sweet potatoes,276970,51.0,5147.0,21.46
Egypt,Sweet potatoes,276970,51.0,5147.0,22.41
Egypt,Wheat,64345,51.0,5147.0,21.46
Egypt,Wheat,64345,51.0,5147.0,22.41
Egypt,Maize,79087,51.0,5363.0,21.06
Egypt,Maize,79087,51.0,5363.0,22.08
Egypt,Potatoes,244443,51.0,5363.0,21.06
Egypt,Potatoes,244443,51.0,5363.0,22.08
Egypt,"Rice, paddy",98384,51.0,5363.0,21.06
Egypt,"Rice, paddy",98384,51.0,5363.0,22.08
Egypt,Sorghum,56674,51.0,5363.0,21.06
Egypt,Sorghum,56674,51.0,5363.0,22.08
Egypt,Soybeans,30266,51.0,5363.0,21.06
Egypt,Soybeans,30266,51.0,5363.0,22.08
Egypt,Sweet potatoes,281242,51.0,5363.0,21.06
Egypt,Sweet potatoes,281242,51.0,5363.0,22.08
Egypt,Wheat,65567,51.0,5363.0,21.06
Egypt,Wheat,65567,51.0,5363.0,22.08
Egypt,Maize,81607,51.0,5471.0,21.08
Egypt,Maize,81607,51.0,5471.0,22.01
Egypt,Potatoes,250826,51.0,5471.0,21.08
Egypt,Potatoes,250826,51.0,5471.0,22.01
Egypt,"Rice, paddy",99874,51.0,5471.0,21.08
Egypt,"Rice, paddy",99874,51.0,5471.0,22.01
Egypt,Sorghum,56118,51.0,5471.0,21.08
Egypt,Sorghum,56118,51.0,5471.0,22.01
Egypt,Soybeans,34000,51.0,5471.0,21.08
Egypt,Soybeans,34000,51.0,5471.0,22.01
Egypt,Sweet potatoes,175000,51.0,5471.0,21.08
Egypt,Sweet potatoes,175000,51.0,5471.0,22.01
Egypt,Wheat,64929,51.0,5471.0,21.08
Egypt,Wheat,64929,51.0,5471.0,22.01
Egypt,Maize,83705,51.0,9781.0,21.15
Egypt,Maize,83705,51.0,9781.0,22.05
Egypt,Potatoes,250085,51.0,9781.0,21.15
Egypt,Potatoes,250085,51.0,9781.0,22.05
Egypt,"Rice, paddy",100750,51.0,9781.0,21.15
Egypt,"Rice, paddy",100750,51.0,9781.0,22.05
Egypt,Sorghum,56859,51.0,9781.0,21.15
Egypt,Sorghum,56859,51.0,9781.0,22.05
Egypt,Soybeans,30817,51.0,9781.0,21.15
Egypt,Soybeans,30817,51.0,9781.0,22.05
Egypt,Sweet potatoes,119702,51.0,9781.0,21.15
Egypt,Sweet potatoes,119702,51.0,9781.0,22.05
Egypt,Wheat,64303,51.0,9781.0,21.15
Egypt,Wheat,64303,51.0,9781.0,22.05
Egypt,Maize,80463,51.0,9105.0,21.51
Egypt,Maize,80463,51.0,9105.0,22.36
Egypt,Potatoes,255717,51.0,9105.0,21.51
Egypt,Potatoes,255717,51.0,9105.0,22.36
Egypt,"Rice, paddy",97675,51.0,9105.0,21.51
Egypt,"Rice, paddy",97675,51.0,9105.0,22.36
Egypt,Sorghum,56763,51.0,9105.0,21.51
Egypt,Sorghum,56763,51.0,9105.0,22.36
Egypt,Soybeans,32880,51.0,9105.0,21.51
Egypt,Soybeans,32880,51.0,9105.0,22.36
Egypt,Sweet potatoes,298171,51.0,9105.0,21.51
Egypt,Sweet potatoes,298171,51.0,9105.0,22.36
Egypt,Wheat,64673,51.0,9105.0,21.51
Egypt,Wheat,64673,51.0,9105.0,22.36
Egypt,Maize,79053,51.0,9527.0,21.74
Egypt,Maize,79053,51.0,9527.0,22.64
Egypt,Potatoes,259390,51.0,9527.0,21.74
Egypt,Potatoes,259390,51.0,9527.0,22.64
Egypt,"Rice, paddy",97349,51.0,9527.0,21.74
Egypt,"Rice, paddy",97349,51.0,9527.0,22.64
Egypt,Sorghum,56258,51.0,9527.0,21.74
Egypt,Sorghum,56258,51.0,9527.0,22.64
Egypt,Soybeans,33601,51.0,9527.0,21.74
Egypt,Soybeans,33601,51.0,9527.0,22.64
Egypt,Sweet potatoes,276425,51.0,9527.0,21.74
Egypt,Sweet potatoes,276425,51.0,9527.0,22.64
Egypt,Wheat,65031,51.0,9527.0,21.74
Egypt,Wheat,65031,51.0,9527.0,22.64
Egypt,Maize,78184,51.0,9013.0,21.67
Egypt,Maize,78184,51.0,9013.0,22.63
Egypt,Potatoes,264241,51.0,9013.0,21.67
Egypt,Potatoes,264241,51.0,9013.0,22.63
Egypt,"Rice, paddy",95930,51.0,9013.0,21.67
Egypt,"Rice, paddy",95930,51.0,9013.0,22.63
Egypt,Sorghum,55287,51.0,9013.0,21.67
Egypt,Sorghum,55287,51.0,9013.0,22.63
Egypt,Soybeans,31252,51.0,9013.0,21.67
Egypt,Soybeans,31252,51.0,9013.0,22.63
Egypt,Sweet potatoes,285425,51.0,9013.0,21.67
Egypt,Sweet potatoes,285425,51.0,9013.0,22.63
Egypt,Wheat,63829,51.0,9013.0,21.67
Egypt,Wheat,63829,51.0,9013.0,22.63
Egypt,Maize,72700,51.0,11590.0,22.46
Egypt,Maize,72700,51.0,11590.0,23.72
Egypt,Potatoes,259211,51.0,11590.0,22.46
Egypt,Potatoes,259211,51.0,11590.0,23.72
Egypt,"Rice, paddy",94217,51.0,11590.0,22.46
Egypt,"Rice, paddy",94217,51.0,11590.0,23.72
Egypt,Sorghum,50060,51.0,11590.0,22.46
Egypt,Sorghum,50060,51.0,11590.0,23.72
Egypt,Soybeans,28453,51.0,11590.0,22.46
Egypt,Soybeans,28453,51.0,11590.0,23.72
Egypt,Sweet potatoes,306078,51.0,11590.0,22.46
Egypt,Sweet potatoes,306078,51.0,11590.0,23.72
Egypt,Wheat,55741,51.0,11590.0,22.46
Egypt,Wheat,55741,51.0,11590.0,23.72
Egypt,Maize,77409,51.0,12945.0,21.18
Egypt,Maize,77409,51.0,12945.0,21.99
Egypt,Potatoes,264311,51.0,12945.0,21.18
Egypt,Potatoes,264311,51.0,12945.0,21.99
Egypt,"Rice, paddy",95670,51.0,12945.0,21.18
Egypt,"Rice, paddy",95670,51.0,12945.0,21.99
Egypt,Sorghum,53457,51.0,12945.0,21.18
Egypt,Sorghum,53457,51.0,12945.0,21.99
Egypt,Soybeans,31195,51.0,12945.0,21.18
Egypt,Soybeans,31195,51.0,12945.0,21.99
Egypt,Sweet potatoes,318249,51.0,12945.0,21.18
Egypt,Sweet potatoes,318249,51.0,12945.0,21.99
Egypt,Wheat,65428,51.0,12945.0,21.18
